Identifiant;Code voie VdP;Code voie DGFIP;Dénomination complète;Dénomination complète minuscule;Date de l'arrété;Période (Siècle);Statut de la voie;Type voie;Préposition voie;Nom voie;Arrondissement;Quartier;Feuille parcellaire;Début voie;Fin voie;Longueur voie;Largeur voie;Numéro pair;Numéro impaire;Alignement;Servitude;Historique;Dénomination;Classement;Observation;Numérotage;Origine du nom;Déclassement;Nivellement;Assainissement;Ouverture;geo_shape;geo_point_2d;Validité
10456;;;RUE EDOUARD MANET;rue Édouard Manet;1904-04-05;20;Voie publique de la Ville de Paris;rue;;Édouard Manet;13e;Salpêtrière;112C3,132A1;avenue Stéphen Pichon, 28.;boulevard de l'Hôpital, 161.;135;12.0;;17;;;Précédemment rue Manet (arr. du 7 décembre 1900). Ouverte sur l'emplacement de l'ancien abattoir de Villejuif.;Arrêté du 5 avril 1904.;Arrêté municipal du 9 septembre 1983.;;;Edouard Manet (1833-1883), peintre.;;;;;"{""coordinates"": [[[2.3570573063662716, 48.83313634951025], [2.3572051933486784, 48.83308823846686], [2.3572077692510818, 48.83309168250641], [2.3577402271110586, 48.832921118340046], [2.357738114565858, 48.83291832164786], [2.3578867075801155, 48.832870632656814], [2.35788849397495, 48.83287303277212], [2.357953237227399, 48.832852060775096], [2.358058516891364, 48.83281795697053], [2.3581234637968236, 48.83279691942075], [2.358121786681677, 48.83279471595788], [2.358723591093102, 48.832602407633324], [2.3586542818326244, 48.83250336612242], [2.358554332650682, 48.83253513459971], [2.3582815762837863, 48.832621825921784], [2.3581445207620213, 48.83266538716016], [2.357960409391092, 48.83272555704021], [2.3577699888747894, 48.83278615863199], [2.357583819228462, 48.83284635465184], [2.3573987787479025, 48.83290619939787], [2.357212499129417, 48.83296596344896], [2.3569851541743003, 48.83304058077893], [2.3570573063662716, 48.83313634951025]]], ""type"": ""Polygon""}";48.83282110154461, 2.357853930454516;Dénomination actuelle
13471;;;AVENUE DE LA SOEUR ROSALIE;avenue de la Soeur Rosalie;1868-08-10;19;Voie publique de la Ville de Paris;avenue;de la;Soeur Rosalie;13e;Croulebarbe;131B2;place d'Italie, 6.;rue Abel Hovelacque, 13.;110;34.0;14;13;Non retenus au POS et non repris au PLU : Décret du 12 février 1867 (UP).;;;Décret du 10 août 1868.;;;;Jeanne Marie Rendu, en religion soeur Rosalie (1781-1856), renommée pour sa charité.;;;;Décret du 12 février 1867 (UP).;"{""coordinates"": [[[2.35406519680269, 48.831988149932045], [2.354222492151587, 48.83194744659729], [2.3544153132789867, 48.8318972548914], [2.354245259997876, 48.831612915379736], [2.3540287279033345, 48.83166926536262], [2.3538430155473957, 48.83171759448759], [2.3536966088931153, 48.83175569403174], [2.3536663394103763, 48.831763571735], [2.35365825816264, 48.83176567486216], [2.3534984139053567, 48.83180727114833], [2.3532895746908005, 48.831861618004055], [2.353102207263379, 48.831910375921694], [2.3529192224912414, 48.83195799347087], [2.3529138773183784, 48.83195938465878], [2.352863707898151, 48.83192529506865], [2.3530360319622834, 48.83227575253259], [2.353051837739798, 48.83225101989401], [2.353267271884182, 48.83219538614922], [2.3534420902349114, 48.83215051377668], [2.3536206578206826, 48.832103841983674], [2.353654418540048, 48.83209501723607], [2.353697811869145, 48.832083675928295], [2.3537842198929932, 48.832061091949285], [2.3539069661078402, 48.8320290089944], [2.35406519680269, 48.831988149932045]]], ""type"": ""Polygon""}";48.831934381480735, 2.353642012365701;Dénomination actuelle
13933;;;PLACE VALHUBERT;place Valhubert;;;Voie publique de la Ville de Paris;place;;Valhubert;05e,13e;Jardin des Plantes,Salpêtrière;112B1,112B3;quai d'Austerlitz, quai Saint-Bernard et boulevard de l'Hôpital.;;;;2;21;Non retenus au POS et non repris au PLU : Ordonnance royale du 11 juin 1847.;;Un décret du 14 février 1806 l'avait dénommée place du Général Valhubert.;;;Rayon : 100 m.;Arrêté du 16 octobre 1953.;"Jean Marie Mellon Roger, dit Valhubert (1764-1805), général de division, tué à la bataille d'Austerlitz ; voisinage du pont d'Austerlitz.";;;;Décret du 14 février 1806 (rayon : 99 m).;"{""coordinates"": [[[2.3647779053793943, 48.844501426180365], [2.365197724645332, 48.844176821810485], [2.365430896792015, 48.84354706412204], [2.3653784639664046, 48.84353960279322], [2.365341975113911, 48.84353569576038], [2.365304623515416, 48.843531696001804], [2.365246857516049, 48.84352759421105], [2.365205498851971, 48.84352614353245], [2.3651613064709793, 48.843525102300156], [2.3651609496052517, 48.843520952555586], [2.3651536883534923, 48.84352095449356], [2.365153688134178, 48.84352007761587], [2.365150520104217, 48.84352007879119], [2.365095599494336, 48.84352009221167], [2.3650926699236337, 48.843520092852266], [2.3650925813943813, 48.84352132000956], [2.3650854087048985, 48.84352132241343], [2.365085411292846, 48.8435254720767], [2.36503865250463, 48.84352694528087], [2.3649995975641183, 48.84352888385732], [2.3649618730784816, 48.843531781906385], [2.364932030228897, 48.84353497990057], [2.364902984785057, 48.84353837728183], [2.364857290002863, 48.84354400031724], [2.3648124824154153, 48.84355061644304], [2.364280125983476, 48.84372409840969], [2.364262352086985, 48.843733724245524], [2.364233925890379, 48.84374956740708], [2.3642056903140842, 48.84376698455618], [2.3641685213091588, 48.84379000579906], [2.364137850503586, 48.843811685548005], [2.364113649282282, 48.84382934446135], [2.364090129580283, 48.843848100614544], [2.3640578539202424, 48.84387488827252], [2.364030180733715, 48.84389924783289], [2.364006962178399, 48.84392056604859], [2.363988497732964, 48.84393976096266], [2.3639905825057044, 48.84394054279796], [2.3639559568271458, 48.84398001150421], [2.3639530396969706, 48.84397887898921], [2.363938470024095, 48.843995464872684], [2.363923411965643, 48.844014218313745], [2.363911186039261, 48.84403101991046], [2.36389537988333, 48.844053793107484], [2.363882243168216, 48.84407521706619], [2.363878390818787, 48.84408160272478], [2.3638763738194144, 48.84408107306889], [2.363857153416965, 48.844113073527915], [2.3638596470999667, 48.84411362190733], [2.3638558775537253, 48.84412114929339], [2.363853614850235, 48.84412065520438], [2.363843774683635, 48.84414014507564], [2.363831540384507, 48.84416633503863], [2.3638196050672584, 48.84419337018951], [2.3638100271288267, 48.84421894742118], [2.363814156870434, 48.84421953148266], [2.3638008140102915, 48.84426263610601], [2.363796493600674, 48.844262043835265], [2.363792360796154, 48.84427800708262], [2.363786910937484, 48.8443029632214], [2.3637824979035704, 48.844330607664226], [2.363779322365145, 48.84435532947187], [2.3637768848070047, 48.84438333337069], [2.363775945465399, 48.84440871191063], [2.3637761869803646, 48.84442899915783], [2.3637772893732607, 48.84445076143643], [2.3637783745009053, 48.84446601315644], [2.363779826155527, 48.844480931364245], [2.3637821252495352, 48.844500211477126], [2.3637838086952705, 48.844514671344214], [2.363786814628518, 48.84452929293401], [2.3637904347626746, 48.84454662126552], [2.3637929618597884, 48.84455827511893], [2.363796333518638, 48.844571178177475], [2.3638015745622494, 48.84458866801906], [2.3638059016243314, 48.84460289371979], [2.363811988372581, 48.844621093155816], [2.363817050629578, 48.84463492344963], [2.3638232575850657, 48.84465030852774], [2.3638286741576775, 48.84466391316679], [2.3638355900665147, 48.84467859691576], [2.363840897321211, 48.844690106363785], [2.3638481117930557, 48.84470455516769], [2.363869347423238, 48.844743021280394], [2.3647779053793943, 48.844501426180365]]], ""type"": ""Polygon""}";48.844094720149386, 2.364554922608436;Dénomination actuelle
14002;;;SQUARE VERMENOUZE;square Vermenouze;;;Voie publique de la Ville de Paris;square;;Vermenouze;05e;Val-de-Grâce;111B3;rue Mouffetard, 108.;rue Lhomond, 61.;55;8.0;4;3;Retenus au POS et non repris au PLU : Arrêté municipal du 15 juin 1998.;;Précédemment square des Ecoles. Voie créée par M. Bancel suivant contrat de cour commune du 12 mai 1931.;;Arrêté municipal du 15 juin 1998.;;;Arsène Vermenouze (1850-1910), poète.;;Arrêté municipal du 15 juin 1998.;;Créé en 1933.;"{""coordinates"": [[[2.349193842955138, 48.84071818219311], [2.348848875510747, 48.840668894927454], [2.348812543181066, 48.84073581401429], [2.349210442469021, 48.84079587774194], [2.3495544381568103, 48.84087399498107], [2.3495661093841904, 48.84080019906074], [2.349234471141592, 48.84072423919647], [2.349193842955138, 48.84071818219311]]], ""type"": ""Polygon""}";48.84076331977573, 2.349199596624395;Dénomination actuelle
11064;;;RUE DE LA GLACIERE;rue de la Glacière;;;Voie publique de la Ville de Paris;rue;de la;Glacière;13e;Croulebarbe,Maison-Blanche;111C2,131A3;boulevard de Port-Royal, 37.;place Coluche.;1275;18.0;134;129;"Retenus au POS et non repris au PLU : Arrêté du 22 janvier 1932, au droit des nos 12-14, 29 à 33 et 61 à 65. Arrêté du 20 août 1960, au droit des nos 114 à 116 bis.
12653;;;PASSAGE DES PATRIARCHES;passage des Patriarches;;;Voie publique de la Ville de Paris;passage;des;Patriarches;05e;Jardin des Plantes;111B3;rue des Patriarches, 8 et rue du Père Teilhard de Chardin, 1.;rue Mouffetard, 99.;72;3.0;10;9;Retenus au POS et non repris au PLU : Arrêté municipal du 4 janvier 1994.;;;;Arrêté municipal du 4 janvier 1994.;;;Voisinage de la rue des Patriarches.;;Arrêté municipal du 4 janvier 1994.;;;"{""coordinates"": [[[2.3505137275854677, 48.841133879172595], [2.350448113664926, 48.8411299488406], [2.350397391699893, 48.841127586889634], [2.3503118719097347, 48.8411236059447], [2.3502822255373887, 48.84112222629189], [2.349971212083616, 48.84110302786232], [2.3499008332414206, 48.841110805338154], [2.349816798611159, 48.84110256912506], [2.3497118309786686, 48.84109317489966], [2.349711365910047, 48.84111286754193], [2.349817293869102, 48.841121193146456], [2.34988950272252, 48.84112749801186], [2.34990265026221, 48.841127347319706], [2.3503858989305426, 48.841157091065064], [2.350481051633956, 48.841162948170016], [2.3504806933447124, 48.841165021056945], [2.3506730540569682, 48.84117428553687], [2.3506678862812493, 48.84114396781303], [2.3505137275854677, 48.841133879172595]]], ""type"": ""Polygon""}";48.84113384386822, 2.350233648842868;Dénomination actuelle
12787;;;RUE DU PETIT MOINE;rue du Petit Moine;1540-01-01;16;Voie publique de la Ville de Paris;rue;du;Petit Moine;05e;Jardin des Plantes;111D1;rue de la Collégiale, 21.;avenue des Gobelins, 7.;41;10.0;6;5;Non retenus au POS et non repris au PLU : Décret du 15 juillet 1858 (UP).;;"Cette rue s'étendait autrefois jusqu'à la rue Scipion ; le tronçon qui était compris entre les rues de la Collégiale et Scipion a été dénommé rue Vésale (décret du 27 février 1867). Elle existait en 1540.";;;;;Origine incertaine. Une famille parisienne portait ce nom au XIVe siècle.;;;;;"{""coordinates"": [[[2.3517490761474122, 48.83826340745803], [2.351838396420401, 48.838144259609244], [2.351798074619714, 48.83815533535342], [2.351694285422989, 48.83813084344505], [2.351530359890372, 48.83809074881594], [2.35132185679327, 48.83804068647944], [2.3513078196507404, 48.838018233224375], [2.351226794999116, 48.83813404317321], [2.3512648952310524, 48.838123148036686], [2.351502363410117, 48.83818061729308], [2.351732489747067, 48.838235685447515], [2.3517490761474122, 48.83826340745803]]], ""type"": ""Polygon""}";48.8381394367999, 2.351531572121455;Dénomination actuelle
12160;;;PASSAGE MAUREL;passage Maurel;;;Voie privée non inscrite à la liste des voies privées ouvertes à la circulation publique;passage;;Maurel;05e;Jardin des Plantes;112B3,112A4;boulevard de l'Hôpital, 8.;rue Buffon, 7.;60;3.5;;;;;;;;;;M. Maurel, propriétaire.;;;;;"{""coordinates"": [[[2.363413529392586, 48.84256234981816], [2.36339735097225, 48.84254043262503], [2.36339248795973, 48.842542442900765], [2.3633904205854224, 48.84254013043305], [2.3633251781576545, 48.84256513442463], [2.3632763667328733, 48.842615128255], [2.363231186158806, 48.842660462013036], [2.3631845916674394, 48.84271233377796], [2.363113259151226, 48.84279669455807], [2.3630634914661286, 48.84285555180396], [2.3629943997777207, 48.842942493910094], [2.363039265102027, 48.842954208651136], [2.3631065493219734, 48.84286720743265], [2.363147872504135, 48.84281542635775], [2.3632783067876697, 48.84267358987816], [2.3632824676639217, 48.8426674882726], [2.3632881949666524, 48.84265908724266], [2.363298083140132, 48.84264458460616], [2.3632970819049763, 48.84264322573834], [2.3633584856780985, 48.8425843466718], [2.363410245084557, 48.8425657400217], [2.3634089386085915, 48.84256404856537], [2.363413529392586, 48.84256234981816]]], ""type"": ""Polygon""}";48.842742986609636, 2.3631911369093666;Dénomination actuelle
11647;;;RUE LAGARDE;rue Lagarde;1903-01-01;20;Voie publique de la Ville de Paris;rue;;Lagarde;05e;Val-de-Grâce;111A4;rue Vauquelin, 11.;rue de l'Arbalète, 16.;99;12.0;12;11bis;Non retenus au POS et non repris au PLU : Arrêté du 11 mars 1930.;;;;Arrêté du 11 mars 1930.;;;M. Lagarde, propriétaire.;;Arrêté du 11 mars 1930.;;Ouverte en 1903.;"{""coordinates"": [[[2.3481640263879053, 48.8402214527868], [2.3479683343538404, 48.84015826265418], [2.3479742798945358, 48.84018203919263], [2.3478170066867037, 48.8403063518335], [2.3476072364423195, 48.840471497814725], [2.3474949265058593, 48.84056059956977], [2.3473824123636637, 48.84064856869971], [2.347264066988951, 48.840741375959006], [2.347145014331704, 48.840835900619176], [2.347105300737988, 48.840838638285135], [2.3472759606985782, 48.84093446693319], [2.347271362164907, 48.84090444084723], [2.347378266414023, 48.84082080674719], [2.3474998932989313, 48.84072392517292], [2.3476359233103805, 48.84061699337408], [2.3477066826332673, 48.84056137041311], [2.3478102735689754, 48.84047792559494], [2.3478695264206624, 48.840430446500676], [2.3479899174968537, 48.840335815971905], [2.3480508951584755, 48.84028788481061], [2.3481272570406855, 48.84022631224711], [2.3481640263879053, 48.8402214527868]]], ""type"": ""Polygon""}";48.84054003762746, 2.347626869409884;Dénomination actuelle
9503;;;RUE BROCA;rue Broca;1890-04-18;19;Voie publique de la Ville de Paris;rue;;Broca;05e,13e;Croulebarbe,Val-de-Grâce;111D1,111C4;rue Claude Bernard, 13.;boulevard Arago, 34.;485;15.0;98;52;"Non retenus au POS et non repris au PLU : Arrêté préfectoral du 26 avril 1948 : 1° côté impair, depuis la rue Claude Bernard jusqu'au droit du n° 45 (inclus) ; 2° côté pair, au droit des nos 20 à 38 (inclus) et pan coupé de 8 m à l'angle de la rue Claude Bernard. Arrêté préfectoral du 26 août 1949 (relatif à la rue des Lyonnais), au droit des nos 40 et 42. Décret présidentiel du 18 mai 1885, au droit des nos 97 (partie), 70 à 80. Arrêté préfectoral du 11 février 1949 : 1° du n° 69 (partie) au n° 95 (inclus) ; 2° côté pair de la partie C et pan coupé, côté pair, à l'angle de la rue Saint-Hippolyte, côté pair. Ordonnance royale du 19 juillet 1840, le surplus, sauf sur des longueurs de : 1° côté impair : 4,50 m avant le boulevard de Port Royal et 3,50 m après ledit boulevard ; 2° côté pair : 3,50 m avant ledit boulevard.";;"Précédemment, partie de la rue de Lourcine. Ce nom a souvent changé, ainsi on a écrit : Loursine, l'Oursine, l'Orsine, l'Ursine, Lorcines (Jaillot). Elle a été aussi appelée rue du Clos Ganay et rue de la Franchise ; Dheulland la nomme rue des Cordelières. Elle a été créée au XIIe siècle. En 1938, le tronçon compris entre les rues Mouffetard et Claude Bernard a pris le nom de rue Edouard Quénu et, en 1944, la partie, comprise entre le boulevard Arago et la rue de la Santé, a été dénommée rue Léon-Maurice Nordmann.";Arrêté du 18 avril 1890.;;"Larg. : 15 m entre les rues Claude Bernard et des Lyonnais (A) ; 12 m entre les rues des Lyonnais et Saint-Hippolyte (B) ; 15 m, le surplus (C).";;Pierre Paul Broca (1824-1880), chirurgien et anthropologue français.;;Arrêté du 26 avril 1948, partie A. Arrêté du 11 février 1949 entre les boulevards de Port-Royal et Arago.;;Créée au XIIe siècle.;"{""coordinates"": [[[[2.346662684642096, 48.83607737134987], [2.346550240156537, 48.83614196850388], [2.346635912040594, 48.836178032596486], [2.346638943956852, 48.836187659805994], [2.3466683552962984, 48.83628103906257], [2.346696664441329, 48.83636801417954], [2.3467166221477482, 48.83642933416802], [2.346727252517434, 48.83646220116937], [2.346759245898729, 48.836561127391874], [2.3467516043761294, 48.83656241402562], [2.3468506336188857, 48.8368677271513], [2.3468567907440767, 48.83686671930423], [2.3468889609973544, 48.83696385577859], [2.3469101291263037, 48.8370277742857], [2.3469125423216766, 48.83703492304299], [2.346947736796091, 48.83713917290569], [2.346975920653552, 48.837202510928606], [2.3468942380536446, 48.837219673677396], [2.346901262672752, 48.837234465253225], [2.3469424576794737, 48.837226362029554], [2.3469564559710236, 48.837231197006886], [2.347037990513881, 48.83739845135524], [2.347031371920045, 48.837408884758204], [2.3469941471329077, 48.83741653482033], [2.347001519544037, 48.83743227981649], [2.3470835634611587, 48.837415118968266], [2.3471152858700517, 48.83747921823375], [2.347144490271075, 48.837526373159264], [2.347175366927516, 48.83757087777378], [2.347233371043338, 48.8376524836097], [2.3472348196907906, 48.83765452048699], [2.347236264296409, 48.83765655374476], [2.347235903049725, 48.83765667858413], [2.347251302667094, 48.83767571767829], [2.347269462124875, 48.83769816694025], [2.347272028727287, 48.83770134042167], [2.3472907651147716, 48.8377245033278], [2.347304625900387, 48.837741638151506], [2.3473053316159267, 48.83774251079066], [2.3473062291851803, 48.83774362101017], [2.3473078351722094, 48.837745605682244], [2.3473303645236925, 48.83777345519259], [2.3474087134163892, 48.83784121465977], [2.347513772155442, 48.83793256715915], [2.3476299833132246, 48.838023014460845], [2.3476267138210254, 48.83802537905167], [2.347693690498887, 48.838060528214804], [2.3477779752145675, 48.83810476178109], [2.347780658426832, 48.83810351999643], [2.347784118715189, 48.83810463519155], [2.3477820075241844, 48.83810600240911], [2.3478797764932757, 48.83814588454059], [2.3479938540846463, 48.83819383106684], [2.34805378746726, 48.83821905849177], [2.3480708803469463, 48.83820079288472], [2.3480991630068857, 48.83821226734992], [2.348104874041637, 48.838214583764206], [2.3481201722704585, 48.83822183238796], [2.3481455027512705, 48.83823383307126], [2.3481518376128627, 48.8382359460285], [2.3481992817217265, 48.838274340393944], [2.348159960580024, 48.83830850080578], [2.3482073856970826, 48.83834373468852], [2.3484806893241754, 48.83854510592868], [2.348513049462866, 48.838568948996986], [2.3487493922440157, 48.8387841294833], [2.3489178908264345, 48.83889584230689], [2.3490361209411437, 48.83897423683599], [2.3490305557004536, 48.839003436834176], [2.3492241930675157, 48.83892419868117], [2.3491904064832183, 48.838924094907725], [2.3490748044105603, 48.838847994721405], [2.3490279707077484, 48.83881703281287], [2.348976373887682, 48.83877538028143], [2.348955690419174, 48.83875868160494], [2.34895051886743, 48.83875450738117], [2.3489176605758524, 48.83872798071569], [2.348936690073837, 48.83871762196766], [2.348908806589609, 48.838693351903736], [2.348883642994405, 48.83867145027846], [2.348880884420185, 48.8386690177671], [2.348822843864163, 48.83861784177591], [2.348769619095617, 48.83857096845746], [2.3487187799388565, 48.838525524603305], [2.3486807231618343, 48.83849264252115], [2.348663527342245, 48.838476961075365], [2.348632038603154, 48.83845381710162], [2.348563201730005, 48.83840389615523], [2.3484946783162535, 48.83835376012631], [2.3484398084325533, 48.83831363102818], [2.3484374841460274, 48.83831199141411], [2.348430107460229, 48.83830678887033], [2.3483625254955363, 48.838256346707354], [2.3483068641460987, 48.83821458987569], [2.3482759352888616, 48.83819191382382], [2.3482565062637146, 48.83818160105588], [2.3482333549759837, 48.83817009432981], [2.3482030692882745, 48.83815504209415], [2.3481757028675196, 48.83814089972862], [2.348171506741301, 48.838137613961386], [2.3481163216061836, 48.83811041947408], [2.3480631981009212, 48.83808070447997], [2.348006996321038, 48.83805190622499], [2.3479277277799615, 48.83801117711468], [2.347895996172354, 48.83799453493013], [2.3478847831011085, 48.83798942835387], [2.34784563764169, 48.83796359558127], [2.347771749167655, 48.837915501102394], [2.347717349961114, 48.83787910389178], [2.347702915842316, 48.83786944692474], [2.3476542749360867, 48.837837797363775], [2.3476332051085524, 48.83785028977768], [2.347472610646203, 48.83771877359568], [2.347471134594355, 48.83771674826373], [2.3474657777927646, 48.83770986766453], [2.347452045855928, 48.837692231715494], [2.3474446248932974, 48.837682745181006], [2.3474336995566545, 48.83766870312136], [2.3473895060923744, 48.83761190892434], [2.347387388857099, 48.837609189379066], [2.3473851898365847, 48.837606364161644], [2.347383634448918, 48.83760436447713], [2.347268669160296, 48.83745849120468], [2.3472418974548526, 48.837393972010915], [2.347318783543614, 48.83738558675941], [2.347314320558614, 48.83736771626493], [2.3472753411648606, 48.837371548020485], [2.3472620857010873, 48.83736505150704], [2.347181266817778, 48.83719803954823], [2.347196573291828, 48.83718479715945], [2.347228334164545, 48.837181639234736], [2.3472245724163656, 48.837165437289045], [2.347135763944338, 48.8371758988013], [2.347106888752467, 48.83711487740985], [2.3470665267688635, 48.836993515900886], [2.347017526182936, 48.837001766323596], [2.34696457235663, 48.83685457813836], [2.347063484898801, 48.83684219509838], [2.347043542984453, 48.836780983203816], [2.3470004550385686, 48.83678589686498], [2.3469762051934633, 48.836714577726895], [2.346938024680278, 48.83659650713237], [2.346912414087641, 48.836599989056126], [2.346871575980962, 48.83647722450535], [2.346942073237328, 48.83647421430883], [2.3468847446693357, 48.83629512402947], [2.3468400800804825, 48.83629759533402], [2.3468175192208798, 48.83622438588759], [2.3468145649025263, 48.836213455922454], [2.3468488477531935, 48.83620969490439], [2.346847388433778, 48.83620242543745], [2.346886010096817, 48.836198371523444], [2.3468817829801627, 48.83617876739918], [2.346898442646753, 48.836160587700334], [2.346662684642096, 48.83607737134987]]], [[[2.3465374135802746, 48.836033154016825], [2.346662684642096, 48.83607737134987], [2.346778632272187, 48.83601076064682], [2.346744232181704, 48.83599529610764], [2.3467255855093865, 48.835935801782455], [2.346698571928843, 48.835936568899484], [2.346682994048412, 48.83588854748002], [2.3466678294264725, 48.8358417964231], [2.346673895946064, 48.8358409427816], [2.3466917960967844, 48.835838791231296], [2.3466460926900634, 48.835701242201495], [2.3466581079151143, 48.83569991021289], [2.3466385569162225, 48.83565171238347], [2.3465876735476927, 48.83552626659608], [2.3465420390202345, 48.835389896034485], [2.346524170132984, 48.835339250285806], [2.346579130809344, 48.83531101716643], [2.346305326239779, 48.83526700431977], [2.346319009336845, 48.83529877375992], [2.346357060073732, 48.83538843742848], [2.346319001234072, 48.835396651130196], [2.34635285598731, 48.835479138281386], [2.3463631979167117, 48.835504335751246], [2.346390524270464, 48.83557096011739], [2.3464180819906812, 48.83564336777804], [2.34642005713122, 48.83564806518052], [2.3464564877529517, 48.83573473942715], [2.3464983339141177, 48.83572524858631], [2.346547451381434, 48.83583517153586], [2.346547726577032, 48.83583712826631], [2.3465613164399657, 48.83586722972248], [2.34656340160018, 48.83587184677938], [2.346535212762608, 48.8358783373152], [2.346576293228953, 48.83599731793612], [2.3465374135802746, 48.836033154016825]]]], ""type"": ""MultiPolygon""}";48.83726113295092, 2.34743196650539;Dénomination actuelle
13970;;;RUE VAUQUELIN;rue Vauquelin;1864-03-02;19;Voie publique de la Ville de Paris;rue;;Vauquelin;05e;Val-de-Grâce;111B3,111A4;rue Lhomond, 48, et place Lucien Herr, 6.;rue Claude Bernard, 70.;200;12.0;32;23;Non retenus au POS et non repris au PLU : Décret du 4 décembre 1850 (UP).;;;Décret du 2 mars 1864.;;;Arrêté du 3 décembre 1881.;"Louis Nicolas Vauquelin (1763-1829), chimiste français ; quartier des Ecoles.";;Décret du 29 décembre 1853.;;Décret du 4 décembre 1850 (UP).;"{""coordinates"": [[[2.3481532565737657, 48.841592334556275], [2.3482483758491712, 48.84145141799071], [2.348209399694604, 48.84145812983338], [2.3480466946084406, 48.84136787792182], [2.3479429571407016, 48.841309690266286], [2.347822198732594, 48.84124195560788], [2.347718778370043, 48.841183945752846], [2.347661403435665, 48.8411515219948], [2.3474240004972375, 48.84101735778952], [2.3473716250892154, 48.84098775818179], [2.3472759606985782, 48.84093446693319], [2.347105300737988, 48.840838638285135], [2.347008315873927, 48.84078486204287], [2.3468820349871455, 48.8407139655567], [2.346757077269298, 48.84064362656758], [2.3466322690730634, 48.84057442955202], [2.346500254011207, 48.840500520829735], [2.34638457576422, 48.84043650249697], [2.3462320270151324, 48.84035140828847], [2.3462369100836056, 48.8403068849368], [2.345942085471389, 48.840424697256665], [2.3461270441682647, 48.84043505910167], [2.3462568648558904, 48.84050723306883], [2.346381012463231, 48.84057701146142], [2.346503170150092, 48.84064567262969], [2.3466374880405683, 48.8407199230822], [2.3467650623145753, 48.84079185306559], [2.34686146337651, 48.84084620550915], [2.3469594421883935, 48.84090144786145], [2.3470565047625067, 48.84095556002385], [2.347156147862506, 48.84101110988045], [2.3474943936581436, 48.84119967774397], [2.3475882196560742, 48.84125174643244], [2.347823097291855, 48.84138367597867], [2.3478903845850456, 48.84142147072478], [2.3481465347717654, 48.84156534849592], [2.3481532565737657, 48.841592334556275]]], ""type"": ""Polygon""}";48.84093062262771, 2.347137784395141;Dénomination actuelle
9216;;;RUE DE BAZEILLES;rue de Bazeilles;1897-06-10;19;Voie publique de la Ville de Paris;rue;de;Bazeilles;05e;Jardin des Plantes;111D1;rue Censier, 53, et rue Pascal, 1.;rue Monge, 118, et rue Claude Bernard, 2.;42;22.3;4;5;Non retenus au POS et non repris au PLU : Décret du 18 mai 1885, côté impair et pan coupé à l'angle de la rue Claude Bernard. Ordonnance du 8 juillet 1839, côté pair.;;Précédemment, partie de la rue Mouffetard.;Arrêté du 10 juin 1897.;;;Arrêté du 17 septembre 1897.;Bazeilles, commune du département des Ardennes, prise, pillée et brûlée par les Allemands, le 1er septembre 1870, après une résistance héroïque.;;Décret du 18 mai 1885.;;;"{""coordinates"": [[[2.350532954374994, 48.838942201211836], [2.3505515706262203, 48.83891545442478], [2.3502792300295727, 48.838831243749716], [2.35023906868237, 48.83888129294983], [2.3501872619011874, 48.83894590345757], [2.350184307390973, 48.838949564014236], [2.350152602280931, 48.83898882985712], [2.350070085709771, 48.83909218451983], [2.350288946201268, 48.83929803754153], [2.3503154194504616, 48.839259320650115], [2.350349491799833, 48.839208858839015], [2.350359778372897, 48.83919400232699], [2.3503855253518817, 48.83915681309205], [2.3504223085027593, 48.83910321190307], [2.3504412384831155, 48.83907524280364], [2.3504577282922043, 48.83905087859776], [2.350496172655395, 48.83899483113433], [2.350532954374994, 48.838942201211836]]], ""type"": ""Polygon""}";48.839040886452224, 2.3503020047962284;Dénomination actuelle
